,0
0.0,0.0871314757258
0.1,0.0854818038426
0.2,0.0849482554789
0.3,0.0857437836566
0.4,0.0883424355701
0.5,0.0926144775603
0.6,0.0959204344621
0.7,0.103612330631
0.8,0.117826148241
0.9,0.136268265233
1.0,0.182257978445
