,0
0.0,0.235702260396
0.05,0.151119428886
0.1,0.111337675847
0.15,0.0919815510937
0.2,0.0849482554789
0.25,0.0889171263513
0.3,0.106635986539
0.35,0.132722157119
0.4,0.164751357461
0.45,0.203194217171
0.5,0.255979087635
0.55,0.343501903508
0.6,0.490530045721
